timestamp,status
2026-04-10T20:54:02.554288,IDLE
2026-04-10T20:55:02.554288,RUNNING
2026-04-10T20:56:02.554288,BROKEN
2026-04-10T20:57:02.554288,IDLE
1775843882,RUNNING
1775843942,IDLE
2026-04-10T21:00:02.554288,RUNNING
1775844062,BROKEN
2026-04-10T21:02:02.554288,BROKEN
2026-04-10T21:03:02.554288,RUNNING
2026-04-10T21:04:02.554288,IDLE
2026-04-10T21:05:02.554288,IDLE
1775844362,RUNNING
1775844422,BROKEN
1775844482,RUNNING
2026-04-10T21:09:02.554288,RUNNING
1775844602,IDLE
2026-04-10T21:11:02.554288,IDLE
1775844722,BROKEN
2026-04-10T21:13:02.554288,BROKEN
2026-04-10T21:14:02.554288,RUNNING
2026-04-10T21:15:02.554288,RUNNING
2026-04-10T21:16:02.554288,RUNNING
2026-04-10T21:17:02.554288,RUNNING
1775845082,BROKEN
2026-04-10T21:19:02.554288,BROKEN
2026-04-10T21:20:02.554288,IDLE
2026-04-10T21:21:02.554288,BROKEN
2026-04-10T21:22:02.554288,BROKEN
2026-04-10T21:23:02.554288,IDLE
2026-04-10T21:24:02.554288,RUNNING
1775845502,BROKEN
2026-04-10T21:26:02.554288,IDLE
2026-04-10T21:27:02.554288,RUNNING
1775845682,BROKEN
2026-04-10T21:29:02.554288,BROKEN
1775845802,IDLE
2026-04-10T21:31:02.554288,RUNNING
2026-04-10T21:32:02.554288,IDLE
1775845982,RUNNING
1775846042,IDLE
2026-04-10T21:35:02.554288,RUNNING
2026-04-10T21:36:02.554288,BROKEN
1775846222,BROKEN
2026-04-10T21:38:02.554288,RUNNING
1775846342,IDLE
2026-04-10T21:40:02.554288,BROKEN
2026-04-10T21:41:02.554288,BROKEN
1775846522,IDLE
1775846582,BROKEN
1775846642,IDLE
2026-04-10T21:45:02.554288,BROKEN
1775846762,IDLE
2026-04-10T21:47:02.554288
2026-04-10T21:48:02.554288,IDLE
1775846942,IDLE
1775847002,BROKEN
1775847062,RUNNING
1775847122,BROKEN
2026-04-10T21:53:02.554288,BROKEN
1775847242,BROKEN
2026-04-10T21:55:02.554288,IDLE
2026-04-10T21:56:02.554288,BROKEN
1775847422,RUNNING
2026-04-10T21:58:02.554288,BROKEN
2026-04-10T21:59:02.554288,UNKNOWN_STATUS
2026-04-10T22:00:02.554288,BROKEN
1775847662,BROKEN
2026-04-10T22:02:02.554288,IDLE
2026-04-10T22:03:02.554288,IDLE
1775847842,BROKEN
1775847902,RUNNING
2026-04-10T22:06:02.554288,BROKEN
1775848022,RUNNING
2026-04-10T22:08:02.554288,IDLE
1775848142,RUNNING
,IDLE
2026-04-10T22:11:02.554288
1775848322,RUNNING
2026-04-10T22:13:02.554288,BROKEN
1775848442,BROKEN
1775848502,RUNNING
2026-04-10T22:16:02.554288,RUNNING
,IDLE
2026-04-10T22:18:02.554288,IDLE
2026-04-10T22:19:02.554288,UNKNOWN_STATUS
1775848802,BROKEN
2026-04-10T22:21:02.554288,BROKEN
1775848922,IDLE
1775848982,BROKEN
2026-04-10T22:24:02.554288,RUNNING
1775849102,BROKEN
2026-04-10T22:26:02.554288,RUNNING
2026-04-10T22:27:02.554288,RUNNING
2026-04-10T22:28:02.554288,RUNNING
1775849342,IDLE
2026-04-10T22:30:02.554288,IDLE
2026-04-10T22:31:02.554288,RUNNING
2026-04-10T22:32:02.554288,IDLE
1775849582,BROKEN
1775849642,RUNNING
2026-04-10T22:35:02.554288,BROKEN
2026-04-10T22:36:02.554288,IDLE
1775849822,RUNNING
2026-04-10T22:38:02.554288,BROKEN
1775849942,IDLE
1775850002,IDLE
1775850062,BROKEN
1775850122,RUNNING
1775850182,IDLE
1775850242,BROKEN
1775850302,RUNNING
2026-04-10T22:46:02.554288,BROKEN
2026-04-10T22:47:02.554288,RUNNING
1775850482,RUNNING
1775850542,RUNNING
2026-04-10T22:50:02.554288,BROKEN
1775850662,BROKEN
2026-04-10T22:52:02.554288,IDLE
1775850782,BROKEN
1775850842,RUNNING
1775850902,RUNNING
,IDLE
2026-04-10T22:57:02.554288,IDLE
2026-04-10T22:58:02.554288,RUNNING
1775851142,BROKEN
1775851202,IDLE
1775851262,IDLE
1775851322,RUNNING
1775851382,RUNNING
2026-04-10T23:04:02.554288,IDLE
1775851502,IDLE
2026-04-10T23:06:02.554288,RUNNING
1775851622,IDLE
2026-04-10T23:08:02.554288,RUNNING
2026-04-10T23:09:02.554288,BROKEN
2026-04-10T23:10:02.554288,IDLE
1775851862,IDLE
9999-99-99T99:99:99,IDLE
2026-04-10T23:13:02.554288
2026-04-10T23:14:02.554288,BROKEN
1775852102,RUNNING
2026-04-10T23:16:02.554288,IDLE
2026-04-10T23:17:02.554288,BROKEN
1775852282,RUNNING
2026-04-10T23:19:02.554288,IDLE
2026-04-10T23:20:02.554288,BROKEN
2026-04-10T23:21:02.554288,RUNNING
1775852522,IDLE
1775852582,BROKEN
1775852642,RUNNING
1775852702,IDLE
2026-04-10T23:26:02.554288,IDLE
1775852822,BROKEN
1775852882,IDLE
2026-04-10T23:29:02.554288,IDLE
2026-04-10T23:30:02.554288,BROKEN
2026-04-10T23:31:02.554288,IDLE
1775853122,BROKEN
2026-04-10T23:33:02.554288,BROKEN
1775853242,RUNNING
1775853302,RUNNING
1775853362,IDLE
1775853422,BROKEN
1775853482,BROKEN
2026-04-10T23:39:02.554288,BROKEN
1775853602,IDLE
1775853662,BROKEN
2026-04-10T23:42:02.554288,BROKEN
NOT_A_TIMESTAMP,RUNNING
2026-04-10T23:44:02.554288,RUNNING
2026-04-10T23:45:02.554288,RUNNING
2026-04-10T23:46:02.554288,BROKEN
1775854022,IDLE
1775854082,IDLE
1775854142,RUNNING
1775854202,BROKEN
1775854262,RUNNING
1775854322,RUNNING
1775854382,IDLE
1775854442,RUNNING
1775854502,RUNNING
1775854562,IDLE
1775854622,IDLE
2026-04-10T23:58:02.554288,IDLE
2026-04-10T23:59:02.554288,RUNNING
2026-04-11T00:00:02.554288,RUNNING
2026-04-11T00:01:02.554288,BROKEN
1775854922,IDLE
1775854982,IDLE
1775855042,RUNNING
2026-04-11T00:05:02.554288
1775855162,BROKEN
2026-04-11T00:07:02.554288,BROKEN
2026-04-11T00:08:02.554288,IDLE
2026-04-11T00:09:02.554288,BROKEN
2026-04-11T00:10:02.554288,BROKEN
2026-04-11T00:11:02.554288,RUNNING
2026-04-11T00:12:02.554288,IDLE
1775855582,IDLE
2026-04-11T00:14:02.554288,BROKEN
2026-04-11T00:15:02.554288,RUNNING
1775855762,BROKEN
2026-04-11T00:17:02.554288,RUNNING
2026-04-11T00:18:02.554288,RUNNING
2026-04-11T00:19:02.554288,BROKEN
1775856002,IDLE
2026-04-11T00:21:02.554288,BROKEN
1775856122,BROKEN
2026-04-11T00:23:02.554288,BROKEN
1775856242,RUNNING
2026-04-11T00:25:02.554288,IDLE
2026-04-11T00:26:02.554288,BROKEN
2026-04-11T00:27:02.554288,BROKEN
2026-04-11T00:28:02.554288,IDLE
2026-04-11T00:29:02.554288,BROKEN
1775856602,IDLE
1775856662,RUNNING
2026-04-11T00:32:02.554288,RUNNING
1775856782,RUNNING
1775856842,BROKEN
1775856902,IDLE
2026-04-11T00:36:02.554288,RUNNING
1775857022,RUNNING
1775857082,BROKEN
2026-04-11T00:39:02.554288,RUNNING
1775857202,RUNNING
1775857262,IDLE
NOT_A_TIMESTAMP,RUNNING
2026-04-11T00:43:02.554288,IDLE
2026-04-11T00:44:02.554288,RUNNING
1775857502,BROKEN
1775857562,BROKEN
2026-04-11T00:47:02.554288,BROKEN
2026-04-11T00:48:02.554288,RUNNING
2026-04-11T00:49:02.554288,IDLE
1775857802,RUNNING
1775857862,RUNNING
2026-04-11T00:52:02.554288,BROKEN
2026-04-11T00:53:02.554288
1775858042,RUNNING
1775858102,RUNNING
2026-04-11T00:56:02.554288,RUNNING
2026-04-11T00:57:02.554288,RUNNING
2026-04-11T00:58:02.554288,BROKEN
1775858342,RUNNING
2026-04-11T01:00:02.554288,BROKEN
1775858462,IDLE
1775858522,IDLE
2026-04-11T01:03:02.554288,RUNNING
1775858642,IDLE
1775858702,RUNNING
1775858762,IDLE
2026-04-11T01:07:02.554288,IDLE
1775858882,IDLE
2026-04-11T01:09:02.554288,BROKEN
1775859002,IDLE
2026-04-11T01:11:02.554288,BROKEN
2026-04-11T01:12:02.554288,RUNNING
1775859182,BROKEN
1775859242,RUNNING
2026-04-11T01:15:02.554288,BROKEN
2026-04-11T01:16:02.554288,BROKEN
2026-04-11T01:17:02.554288,RUNNING
2026-04-11T01:18:02.554288,RUNNING
2026-04-11T01:19:02.554288,RUNNING
2026-04-11T01:20:02.554288,UNKNOWN_STATUS
2026-04-11T01:21:02.554288,BROKEN
2026-04-11T01:22:02.554288
2026-04-11T01:23:02.554288,BROKEN
2026-04-11T01:24:02.554288,UNKNOWN_STATUS
2026-04-11T01:25:02.554288,IDLE
1775859962,RUNNING
1775860022,BROKEN
2026-04-11T01:28:02.554288,BROKEN
1775860142,BROKEN
2026-04-11T01:30:02.554288,BROKEN
2026-04-11T01:31:02.554288,RUNNING
2026-04-11T01:32:02.554288,RUNNING
2026-04-11T01:33:02.554288,IDLE
1775860442,BROKEN
2026-04-11T01:35:02.554288,BROKEN
1775860562,RUNNING
2026-04-11T01:37:02.554288,IDLE
2026-04-11T01:38:02.554288,IDLE
NOT_A_TIMESTAMP,RUNNING
2026-04-11T01:40:02.554288,BROKEN
2026-04-11T01:41:02.554288,RUNNING
1775860922,IDLE
1775860982,BROKEN
2026-04-11T01:44:02.554288,IDLE
1775861102,IDLE
1775861162,RUNNING
2026-04-11T01:47:02.554288,RUNNING
2026-04-11T01:48:02.554288,RUNNING
1775861342,RUNNING
2026-04-11T01:50:02.554288,RUNNING
2026-04-11T01:51:02.554288,IDLE
2026-04-11T01:52:02.554288,IDLE
1775861582,IDLE
1775861642,RUNNING
2026-04-11T01:55:02.554288,BROKEN
2026-04-11T01:56:02.554288,BROKEN
1775861822,BROKEN
1775861882,IDLE
2026-04-11T01:59:02.554288,IDLE
1775862002,IDLE
2026-04-11T02:01:02.554288,RUNNING
2026-04-11T02:02:02.554288,BROKEN
1775862182,RUNNING
1775862242,RUNNING
9999-99-99T99:99:99,IDLE
1775862362,IDLE
1775862422,BROKEN
1775862482,IDLE
1775862542,IDLE
1775862602,RUNNING
2026-04-11T02:11:02.554288,IDLE
1775862722,RUNNING
1775862782,BROKEN
2026-04-11T02:14:02.554288,RUNNING
2026-04-11T02:15:02.554288,BROKEN
2026-04-11T02:16:02.554288,RUNNING
1775863022,RUNNING
1775863082,IDLE
2026-04-11T02:19:02.554288,BROKEN
1775863202,BROKEN
1775863262,RUNNING
1775863322,RUNNING
2026-04-11T02:23:02.554288,RUNNING
2026-04-11T02:24:02.554288,RUNNING
1775863502,BROKEN
1775863562,IDLE
1775863622,RUNNING
1775863682,IDLE
1775863742,RUNNING
1775863802,BROKEN
2026-04-11T02:31:02.554288,IDLE
,IDLE
2026-04-11T02:33:02.554288,IDLE
2026-04-11T02:34:02.554288,RUNNING
1775864102,BROKEN
1775864162,IDLE
2026-04-11T02:37:02.554288,BROKEN
2026-04-11T02:38:02.554288,RUNNING
2026-04-11T02:39:02.554288,BROKEN
2026-04-11T02:40:02.554288,IDLE
2026-04-11T02:41:02.554288,BROKEN
1775864522,BROKEN
2026-04-11T02:43:02.554288,BROKEN
2026-04-11T02:44:02.554288,BROKEN
2026-04-11T02:45:02.554288,IDLE
1775864762,BROKEN
1775864822,IDLE
1775864882,BROKEN
1775864942,BROKEN
2026-04-11T02:50:02.554288,IDLE
1775865062,RUNNING
1775865122,BROKEN
1775865182,IDLE
2026-04-11T02:54:02.554288,RUNNING
1775865302,IDLE
1775865362,IDLE
1775865422,BROKEN
1775865482,IDLE
2026-04-11T02:59:02.554288,BROKEN
1775865602,RUNNING
1775865662,IDLE
1775865722,IDLE
1775865782,IDLE
1775865842,BROKEN
1775865902,BROKEN
1775865962,BROKEN
1775866022,IDLE
2026-04-11T03:08:02.554288
2026-04-11T03:09:02.554288,BROKEN
2026-04-11T03:10:02.554288,RUNNING
1775866262,IDLE
1775866322,RUNNING
1775866382,BROKEN
2026-04-11T03:14:02.554288,BROKEN
1775866502,RUNNING
1775866562,RUNNING
1775866622,RUNNING
1775866682,BROKEN
1775866742,BROKEN
1775866802,IDLE
2026-04-11T03:21:02.554288,IDLE
2026-04-11T03:22:02.554288,BROKEN
1775866982,BROKEN
1775867042,RUNNING
1775867102,IDLE
1775867162,IDLE
2026-04-11T03:27:02.554288,RUNNING
2026-04-11T03:28:02.554288,BROKEN
1775867342,IDLE
2026-04-11T03:30:02.554288,RUNNING
2026-04-11T03:31:02.554288,RUNNING
1775867522,IDLE
1775867582,IDLE
2026-04-11T03:34:02.554288,IDLE
2026-04-11T03:35:02.554288,RUNNING
2026-04-11T03:36:02.554288,BROKEN
1775867822,RUNNING
2026-04-11T03:38:02.554288,RUNNING
2026-04-11T03:39:02.554288,IDLE
NOT_A_TIMESTAMP,RUNNING
2026-04-11T03:41:02.554288,RUNNING
1775868122,IDLE
2026-04-11T03:43:02.554288,BROKEN
1775868242,IDLE
2026-04-11T03:45:02.554288,RUNNING
1775868362,IDLE
1775868422,IDLE
1775868482,IDLE
2026-04-11T03:49:02.554288
NOT_A_TIMESTAMP,RUNNING
2026-04-11T03:51:02.554288,BROKEN
1775868722,IDLE
1775868782,RUNNING
2026-04-11T03:54:02.554288,RUNNING
2026-04-11T03:55:02.554288,IDLE
1775868962,IDLE
1775869022,BROKEN
2026-04-11T03:58:02.554288,BROKEN
2026-04-11T03:59:02.554288,IDLE
1775869202,BROKEN
1775869262,IDLE
2026-04-11T04:02:02.554288,BROKEN
1775869382,RUNNING
1775869442,RUNNING
2026-04-11T04:05:02.554288,BROKEN
1775869562,IDLE
1775869622,BROKEN
1775869682,BROKEN
1775869742,BROKEN
2026-04-11T04:10:02.554288,IDLE
1775869862,RUNNING
2026-04-11T04:12:02.554288,BROKEN
1775869982,BROKEN
2026-04-11T04:14:02.554288,BROKEN
1775870102,IDLE
2026-04-11T04:16:02.554288,BROKEN
1775870222,RUNNING
2026-04-11T04:18:02.554288,IDLE
2026-04-11T04:19:02.554288,BROKEN
,IDLE
2026-04-11T04:21:02.554288,RUNNING
1775870522,IDLE
1775870582,RUNNING
2026-04-11T04:24:02.554288,BROKEN
2026-04-11T04:25:02.554288,BROKEN
1775870762,IDLE
2026-04-11T04:27:02.554288,IDLE
2026-04-11T04:28:02.554288,IDLE
2026-04-11T04:29:02.554288,BROKEN
1775871002,BROKEN
1775871062,IDLE
1775871122,BROKEN
1775871182,BROKEN
2026-04-11T04:34:02.554288,RUNNING
1775871302,IDLE
2026-04-11T04:36:02.554288,IDLE
1775871422,IDLE
1775871482,IDLE
2026-04-11T04:39:02.554288,BROKEN
1775871602,IDLE
2026-04-11T04:41:02.554288,RUNNING
2026-04-11T04:42:02.554288,RUNNING
2026-04-11T04:43:02.554288,RUNNING
2026-04-11T04:44:02.554288,RUNNING
NOT_A_TIMESTAMP,RUNNING
1775871962,BROKEN
1775872022,IDLE
2026-04-11T04:48:02.554288,RUNNING
2026-04-11T04:49:02.554288,RUNNING
1775872202,RUNNING
2026-04-11T04:51:02.554288,RUNNING
1775872322,BROKEN
1775872382,RUNNING
2026-04-11T04:54:02.554288,BROKEN
NOT_A_TIMESTAMP,RUNNING
,IDLE
1775872622,BROKEN
2026-04-11T04:58:02.554288,RUNNING
1775872742,IDLE
2026-04-11T05:00:02.554288,IDLE
2026-04-11T05:01:02.554288,BROKEN
1775872922,IDLE
2026-04-11T05:03:02.554288,RUNNING
2026-04-11T05:04:02.554288,BROKEN
2026-04-11T05:05:02.554288,BROKEN
2026-04-11T05:06:02.554288,IDLE
1775873222,IDLE
1775873282,BROKEN
2026-04-11T05:09:02.554288,RUNNING
2026-04-11T05:10:02.554288,BROKEN
2026-04-11T05:11:02.554288,RUNNING
1775873522,RUNNING
2026-04-11T05:13:02.554288,IDLE
1775873642,BROKEN
1775873702,BROKEN
1775873762,BROKEN
1775873822,BROKEN
2026-04-11T05:18:02.554288,RUNNING
2026-04-11T05:19:02.554288,IDLE
2026-04-11T05:20:02.554288
2026-04-11T05:21:02.554288,BROKEN
1775874122,BROKEN
1775874182,BROKEN
1775874242,RUNNING
1775874302,IDLE
1775874362,IDLE
2026-04-11T05:27:02.554288,IDLE
1775874482,BROKEN
1775874542,IDLE
2026-04-11T05:30:02.554288,BROKEN
2026-04-11T05:31:02.554288,BROKEN
2026-04-11T05:32:02.554288,RUNNING
1775874782,IDLE
1775874842,BROKEN
1775874902,IDLE
2026-04-11T05:36:02.554288,BROKEN
2026-04-11T05:37:02.554288,BROKEN
2026-04-11T05:38:02.554288,RUNNING
1775875142,BROKEN
1775875202,IDLE
2026-04-11T05:41:02.554288,IDLE
2026-04-11T05:42:02.554288,IDLE
2026-04-11T05:43:02.554288,RUNNING
2026-04-11T05:44:02.554288,IDLE
2026-04-11T05:45:02.554288,BROKEN
1775875562,RUNNING
2026-04-11T05:47:02.554288,BROKEN
1775875682,RUNNING
1775875742,RUNNING
1775875802,BROKEN
2026-04-11T05:51:02.554288,BROKEN
1775875922,IDLE
1775875982,IDLE
9999-99-99T99:99:99,IDLE
2026-04-11T05:55:02.554288,RUNNING
1775876162,IDLE
1775876222,IDLE
1775876282,BROKEN
2026-04-11T05:59:02.554288,IDLE
2026-04-11T06:00:02.554288,IDLE
1775876462,IDLE
1775876522,RUNNING
2026-04-11T06:03:02.554288,RUNNING
2026-04-11T06:04:02.554288,UNKNOWN_STATUS
1775876702,RUNNING
,IDLE
2026-04-11T06:07:02.554288,IDLE
1775876882,IDLE
2026-04-11T06:09:02.554288,RUNNING
2026-04-11T06:10:02.554288,RUNNING
1775877062,RUNNING
2026-04-11T06:12:02.554288,RUNNING
2026-04-11T06:13:02.554288,BROKEN
2026-04-11T06:14:02.554288,BROKEN
2026-04-11T06:15:02.554288,BROKEN
1775877362,IDLE
1775877422,RUNNING
1775877482,BROKEN
1775877542,RUNNING
2026-04-11T06:20:02.554288,BROKEN
1775877662,RUNNING
1775877722,RUNNING
2026-04-11T06:23:02.554288,IDLE
1775877842,IDLE
2026-04-11T06:25:02.554288,BROKEN
1775877962,RUNNING
1775878022,RUNNING
2026-04-11T06:28:02.554288,BROKEN
2026-04-11T06:29:02.554288,IDLE
2026-04-11T06:30:02.554288,RUNNING
1775878262,RUNNING
2026-04-11T06:32:02.554288
2026-04-11T06:33:02.554288,IDLE
2026-04-11T06:34:02.554288,IDLE
2026-04-11T06:35:02.554288,BROKEN
2026-04-11T06:36:02.554288,IDLE
1775878622,BROKEN
2026-04-11T06:38:02.554288,BROKEN
2026-04-11T06:39:02.554288,IDLE
1775878802,BROKEN
1775878862,BROKEN
1775878922,BROKEN
1775878982,RUNNING
2026-04-11T06:44:02.554288
2026-04-11T06:45:02.554288,IDLE
1775879162,IDLE
1775879222,IDLE
2026-04-11T06:48:02.554288,BROKEN
1775879342,IDLE
2026-04-11T06:50:02.554288,RUNNING
2026-04-11T06:51:02.554288,IDLE
1775879522,BROKEN
1775879582,RUNNING
,IDLE
1775879702,BROKEN
2026-04-11T06:56:02.554288,IDLE
2026-04-11T06:57:02.554288,IDLE
2026-04-11T06:58:02.554288,RUNNING
2026-04-11T06:59:02.554288,BROKEN
2026-04-11T07:00:02.554288,BROKEN
9999-99-99T99:99:99,IDLE
2026-04-11T07:02:02.554288,IDLE
1775880182,IDLE
1775880242,IDLE
1775880302,IDLE
2026-04-11T07:06:02.554288,RUNNING
1775880422,IDLE
2026-04-11T07:08:02.554288,IDLE
1775880542,RUNNING
1775880602,RUNNING
2026-04-11T07:11:02.554288,BROKEN
2026-04-11T07:12:02.554288,RUNNING
2026-04-11T07:13:02.554288,IDLE
2026-04-11T07:14:02.554288,BROKEN
1775880902,BROKEN
2026-04-11T07:16:02.554288,RUNNING
1775881022,RUNNING
1775881082,RUNNING
1775881142,IDLE
1775881202,RUNNING
2026-04-11T07:21:02.554288,UNKNOWN_STATUS
1775881322,RUNNING
1775881382,BROKEN
NOT_A_TIMESTAMP,RUNNING
,IDLE
1775881562,RUNNING
2026-04-11T07:27:02.554288,BROKEN
2026-04-11T07:28:02.554288,RUNNING
2026-04-11T07:29:02.554288,BROKEN
2026-04-11T07:30:02.554288,RUNNING
1775881862,IDLE
2026-04-11T07:32:02.554288,BROKEN
2026-04-11T07:33:02.554288,RUNNING
2026-04-11T07:34:02.554288,IDLE
2026-04-11T07:35:02.554288,BROKEN
2026-04-11T07:36:02.554288,RUNNING
1775882222,RUNNING
1775882282,IDLE
1775882342,IDLE
1775882402,IDLE
NOT_A_TIMESTAMP,RUNNING
2026-04-11T07:42:02.554288,RUNNING
2026-04-11T07:43:02.554288,IDLE
2026-04-11T07:44:02.554288,BROKEN
2026-04-11T07:45:02.554288,IDLE
1775882762,IDLE
1775882822,BROKEN
2026-04-11T07:48:02.554288,RUNNING
2026-04-11T07:49:02.554288,IDLE
1775883002,IDLE
2026-04-11T07:51:02.554288,RUNNING
1775883122,IDLE
2026-04-11T07:53:02.554288,RUNNING
2026-04-11T07:54:02.554288,BROKEN
1775883302,BROKEN
2026-04-11T07:56:02.554288,RUNNING
1775883422,RUNNING
1775883482,BROKEN
1775883542,RUNNING
2026-04-11T08:00:02.554288,BROKEN
1775883662,RUNNING
2026-04-11T08:02:02.554288,BROKEN
2026-04-11T08:03:02.554288,IDLE
1775883842,RUNNING
2026-04-11T08:05:02.554288,RUNNING
1775883962,IDLE
1775884022,IDLE
2026-04-11T08:08:02.554288,IDLE
2026-04-11T08:09:02.554288,RUNNING
2026-04-11T08:10:02.554288,BROKEN
2026-04-11T08:11:02.554288,RUNNING
2026-04-11T08:12:02.554288,IDLE
2026-04-11T08:13:02.554288,IDLE
2026-04-11T08:14:02.554288,IDLE
2026-04-11T08:15:02.554288,BROKEN
2026-04-11T08:16:02.554288,BROKEN
1775884622,BROKEN
1775884682,RUNNING
2026-04-11T08:19:02.554288,BROKEN
2026-04-11T08:20:02.554288,BROKEN
1775884862,IDLE
2026-04-11T08:22:02.554288,RUNNING
1775884982,IDLE
2026-04-11T08:24:02.554288,RUNNING
2026-04-11T08:25:02.554288,RUNNING
1775885162,BROKEN
2026-04-11T08:27:02.554288,BROKEN
1775885282,BROKEN
1775885342,BROKEN
1775885402,BROKEN
,IDLE
1775885522,IDLE
1775885582,IDLE
2026-04-11T08:34:02.554288,RUNNING
2026-04-11T08:35:02.554288,RUNNING
2026-04-11T08:36:02.554288,IDLE
1775885822,BROKEN
1775885882,RUNNING
2026-04-11T08:39:02.554288,RUNNING
1775886002,BROKEN
1775886062,RUNNING
2026-04-11T08:42:02.554288,BROKEN
2026-04-11T08:43:02.554288,IDLE
2026-04-11T08:44:02.554288,IDLE
2026-04-11T08:45:02.554288,BROKEN
1775886362,BROKEN
2026-04-11T08:47:02.554288,IDLE
,IDLE
2026-04-11T08:49:02.554288
2026-04-11T08:50:02.554288,RUNNING
1775886662,IDLE
2026-04-11T08:52:02.554288,BROKEN
1775886782,BROKEN
1775886842,IDLE
2026-04-11T08:55:02.554288,BROKEN
2026-04-11T08:56:02.554288,RUNNING
2026-04-11T08:57:02.554288
1775887082,IDLE
2026-04-11T08:59:02.554288,RUNNING
1775887202,IDLE
2026-04-11T09:01:02.554288,BROKEN
1775887322,IDLE
2026-04-11T09:03:02.554288,BROKEN
2026-04-11T09:04:02.554288,RUNNING
2026-04-11T09:05:02.554288,RUNNING
2026-04-11T09:06:02.554288,BROKEN
2026-04-11T09:07:02.554288,RUNNING
2026-04-11T09:08:02.554288,BROKEN
1775887742,RUNNING
2026-04-11T09:10:02.554288,IDLE
2026-04-11T09:11:02.554288,IDLE
2026-04-11T09:12:02.554288
2026-04-11T09:13:02.554288,IDLE
1775888042,IDLE
1775888102,BROKEN
1775888162,IDLE
2026-04-11T09:17:02.554288,BROKEN
1775888282,BROKEN
2026-04-11T09:19:02.554288,IDLE
2026-04-11T09:20:02.554288,IDLE
2026-04-11T09:21:02.554288,BROKEN
,IDLE
1775888582,IDLE
1775888642,RUNNING
1775888702,BROKEN
2026-04-11T09:26:02.554288,RUNNING
1775888822,BROKEN
,IDLE
1775888942,IDLE
1775889002,RUNNING
9999-99-99T99:99:99,IDLE
2026-04-11T09:32:02.554288,RUNNING
1775889182,RUNNING
1775889242,RUNNING
2026-04-11T09:35:02.554288,RUNNING
1775889362,BROKEN
1775889422,BROKEN
1775889482,RUNNING
1775889542,BROKEN
2026-04-11T09:40:02.554288,RUNNING
2026-04-11T09:41:02.554288,IDLE
1775889722,RUNNING
2026-04-11T09:43:02.554288,IDLE
1775889842,BROKEN
1775889902,IDLE
2026-04-11T09:46:02.554288,BROKEN
1775890022,IDLE
2026-04-11T09:48:02.554288,RUNNING
2026-04-11T09:49:02.554288,BROKEN
2026-04-11T09:50:02.554288,RUNNING
2026-04-11T09:51:02.554288,BROKEN
2026-04-11T09:52:02.554288,BROKEN
2026-04-11T09:53:02.554288,BROKEN
1775890442,BROKEN
1775890502,RUNNING
1775890562,RUNNING
2026-04-11T09:57:02.554288,BROKEN
1775890682,IDLE
1775890742,RUNNING
1775890802,IDLE
2026-04-11T10:01:02.554288,RUNNING
1775890922,IDLE
2026-04-11T10:03:02.554288,RUNNING
9999-99-99T99:99:99,IDLE
2026-04-11T10:05:02.554288,RUNNING
1775891162,IDLE
1775891222,BROKEN
2026-04-11T10:08:02.554288,BROKEN
1775891342,BROKEN
1775891402,RUNNING
1775891462,IDLE
2026-04-11T10:12:02.554288,BROKEN
2026-04-11T10:13:02.554288,BROKEN
1775891642,IDLE
2026-04-11T10:15:02.554288
2026-04-11T10:16:02.554288,IDLE
2026-04-11T10:17:02.554288,BROKEN
1775891882,BROKEN
1775891942,RUNNING
1775892002,IDLE
1775892062,RUNNING
2026-04-11T10:22:02.554288,RUNNING
2026-04-11T10:23:02.554288,IDLE
1775892242,RUNNING
2026-04-11T10:25:02.554288,RUNNING
2026-04-11T10:26:02.554288,BROKEN
2026-04-11T10:27:02.554288,BROKEN
1775892482,IDLE
1775892542,RUNNING
2026-04-11T10:30:02.554288,IDLE
1775892662,RUNNING
1775892722,BROKEN
2026-04-11T10:33:02.554288,IDLE
2026-04-11T10:34:02.554288,RUNNING
2026-04-11T10:35:02.554288
1775892962,RUNNING
,IDLE
1775893082,RUNNING
1775893142,BROKEN
1775893202,RUNNING
1775893262,IDLE
2026-04-11T10:42:02.554288,IDLE
2026-04-11T10:43:02.554288,BROKEN
1775893442,BROKEN
2026-04-11T10:45:02.554288,IDLE
2026-04-11T10:46:02.554288,BROKEN
1775893622,BROKEN
2026-04-11T10:48:02.554288,BROKEN
2026-04-11T10:49:02.554288,IDLE
2026-04-11T10:50:02.554288,RUNNING
2026-04-11T10:51:02.554288,RUNNING
1775893922,RUNNING
1775893982,BROKEN
1775894042,BROKEN
1775894102,IDLE
1775894162,IDLE
1775894222,BROKEN
1775894282,IDLE
1775894342,BROKEN
2026-04-11T11:00:02.554288,IDLE
2026-04-11T11:01:02.554288,BROKEN
1775894522,BROKEN
1775894582,RUNNING
1775894642,RUNNING
2026-04-11T11:05:02.554288,BROKEN
1775894762,BROKEN
1775894822,IDLE
2026-04-11T11:08:02.554288,IDLE
2026-04-11T11:09:02.554288,RUNNING
1775895002,RUNNING
2026-04-11T11:11:02.554288,RUNNING
2026-04-11T11:12:02.554288,RUNNING
1775895182,BROKEN
2026-04-11T11:14:02.554288,IDLE
2026-04-11T11:15:02.554288,BROKEN
1775895362,RUNNING
2026-04-11T11:17:02.554288,BROKEN
1775895482,BROKEN
1775895542,BROKEN
2026-04-11T11:20:02.554288,BROKEN
2026-04-11T11:21:02.554288,BROKEN
